rx,tx,t_ms,rssi,snr
14,18,18668,-42.1809,54.7954
5,18,18668,-69.1544,27.8219
2,18,18668,-75.7986,21.1776
15,18,18668,-77.134,19.8423
17,18,18668,-77.4819,19.4944
11,18,18668,-78.0988,18.8775
13,18,18668,-78.1318,18.8445
10,18,18668,-78.319,18.6572
1,18,18668,-78.4783,18.4979
7,18,18668,-79.4475,17.5288
3,18,18668,-79.9461,17.0302
16,18,18668,-80.8779,16.0984
8,18,18668,-81.2307,15.7456
17,10,18673,-59.9956,36.9807
2,10,18673,-63.8674,33.1089
7,10,18673,-66.9972,29.9791
5,10,18673,-71.1869,25.7894
18,10,18673,-78.332,18.6442
14,10,18673,-78.8141,18.1621
15,10,18673,-79.0383,17.938
11,10,18673,-81.567,15.4093
17,2,18675,-51.2777,45.6986
10,2,18675,-63.8674,33.1089
5,2,18675,-64.1574,32.8188
7,2,18675,-73.785,23.1913
18,2,18675,-75.8479,21.1283
14,2,18675,-76.6256,20.3507
15,2,18675,-80.3927,16.5835
11,15,18705,-59.5094,37.4668
7,15,18705,-74.975,22.0013
14,15,18705,-76.6939,20.2823
18,15,18705,-77.134,19.8423
5,15,18705,-78.8023,18.174
10,15,18705,-79.0956,17.8807
2,15,18705,-80.4425,16.5338
17,15,18705,-80.7406,16.2357
13,15,18705,-81.919,15.0573
16,3,18711,-46.3067,50.6696
8,3,18711,-50.4383,46.538
1,3,18711,-50.7963,46.18
13,3,18711,-53.8596,43.1167
4,3,18711,-69.1069,27.8694
20,3,18711,-69.8679,27.1084
14,3,18711,-79.2153,17.761
18,3,18711,-79.8326,17.1437
11,3,18711,-81.7673,15.209
1,13,18725,-36.9348,60.0415
3,13,18725,-53.9265,43.0498
16,13,18725,-59.2163,37.76
8,13,18725,-61.2734,35.7028
4,13,18725,-72.5385,24.4378
20,13,18725,-73.1866,23.7897
14,13,18725,-77.187,19.7893
18,13,18725,-77.9104,19.0659
11,13,18725,-80.551,16.4253
15,13,18725,-81.8806,15.0957
2,17,18726,-50.4358,46.5405
10,17,18726,-59.6815,37.2948
5,17,18726,-68.2891,28.6872
7,17,18726,-72.8296,24.1467
18,17,18726,-77.6074,19.3689
14,17,18726,-78.2399,18.7364
15,17,18726,-80.7586,16.2177
2,17,18740,-50.0851,46.8912
10,17,18740,-59.5537,37.4225
5,17,18740,-68.3611,28.6151
7,17,18740,-72.8438,24.1325
18,17,18740,-77.6489,19.3273
14,17,18740,-78.2724,18.7039
15,17,18740,-80.7766,16.1997
10,7,18741,-67.3247,29.6516
17,7,18741,-72.8438,24.1325
2,7,18741,-73.7727,23.2036
15,7,18741,-74.9995,21.9768
5,7,18741,-75.8711,21.1052
11,7,18741,-78.4428,18.5335
18,7,18741,-79.517,17.4593
14,7,18741,-79.6905,17.2858
2,5,18744,-64.9262,32.05
17,5,18744,-68.3611,28.6151
18,5,18744,-69.2099,27.7664
14,5,18744,-70.5151,26.4611
10,5,18744,-71.2448,25.7315
7,5,18744,-75.8711,21.1052
15,5,18744,-78.8093,18.167
11,5,18744,-80.6884,16.2879
20,4,18752,-47.0651,49.9112
8,4,18752,-65.9832,30.9931
16,4,18752,-67.103,29.8733
3,4,18752,-69.3773,27.5989
1,4,18752,-72.1529,24.8234
13,4,18752,-72.7449,24.2314
17,2,18760,-49.7261,47.2502
10,2,18760,-63.1265,33.8498
5,2,18760,-65.1379,31.8384
7,2,18760,-73.7708,23.2055
18,2,18760,-76.2838,20.6925
14,2,18760,-76.999,19.9773
15,2,18760,-80.5434,16.4329
2,5,18767,-65.1379,31.8384
17,5,18767,-68.4329,28.5434
18,5,18767,-69.2237,27.7526
14,5,18767,-70.5151,26.4612
10,5,18767,-71.2619,25.7144
7,5,18767,-75.8904,21.0859
15,5,18767,-78.8127,18.1635
11,5,18767,-80.6865,16.2897
15,11,18768,-59.3786,37.5977
14,11,18768,-77.5153,19.461
18,11,18768,-78.0835,18.8928
7,11,18768,-78.442,18.5342
13,11,18768,-80.491,16.4853
5,11,18768,-80.6865,16.2897
1,11,18768,-80.9545,16.0217
10,11,18768,-81.6751,15.3012
3,11,18768,-81.7169,15.2594
17,10,18773,-59.3597,37.6166
2,10,18773,-63.0425,33.9338
7,10,18773,-67.4627,29.5136
5,10,18773,-71.2705,25.7057
18,10,18773,-78.4623,18.514
14,10,18773,-78.9164,18.0599
15,10,18773,-79.2283,17.7479
11,10,18773,-81.6871,15.2892
11,15,18805,-59.2907,37.6856
7,15,18805,-75.0363,21.94
14,15,18805,-76.6938,20.2824
18,15,18805,-77.134,19.8423
5,15,18805,-78.8197,18.1566
10,15,18805,-79.2848,17.6915
2,15,18805,-80.6116,16.3647
17,15,18805,-80.8309,16.1454
13,15,18805,-81.7273,15.249
8,16,18824,-40.5897,56.3866
3,16,18824,-44.8304,52.1459
1,16,18824,-56.9572,40.0191
13,16,18824,-59.1651,37.8112
4,16,18824,-67.8345,29.1418
20,16,18824,-67.9941,28.9822
14,16,18824,-79.8106,17.1657
18,16,18824,-80.3785,16.5978
11,16,18824,-81.9026,15.0737
14,18,18824,-41.382,55.5943
5,18,18824,-69.2651,27.7112
2,18,18824,-76.5667,20.4095
15,18,18824,-77.134,19.8423
13,18,18824,-77.5328,19.4435
17,18,18824,-77.8139,19.1624
1,18,18824,-78.0652,18.9111
11,18,18824,-78.0745,18.9018
10,18,18824,-78.5276,18.4487
3,18,18824,-79.5796,17.3967
7,18,18824,-79.5862,17.3901
16,18,18824,-80.3785,16.5978
8,18,18824,-80.9028,16.0735
2,17,18826,-48.596,48.3803
10,17,18826,-59.0298,37.9465
5,17,18826,-68.6456,28.3306
7,17,18826,-72.9011,24.0752
18,17,18826,-77.8139,19.1624
14,17,18826,-78.4017,18.5745
15,17,18826,-80.849,16.1272
13,1,18831,-38.8627,58.1136
3,1,18831,-50.8106,46.1657
16,1,18831,-56.8984,40.0778
8,1,18831,-59.671,37.3053
4,1,18831,-72.5828,24.3935
20,1,18831,-72.5794,24.3968
14,1,18831,-77.377,19.5993
18,1,18831,-78.039,18.9373
11,1,18831,-80.8866,16.0897
16,3,18840,-44.5462,52.43
8,3,18840,-50.4697,46.5066
1,3,18840,-50.8119,46.1643
13,3,18840,-54.7053,42.271
20,3,18840,-69.8643,27.1119
4,3,18840,-69.9668,27.0095
14,3,18840,-78.9442,18.032
18,3,18840,-79.533,17.4432
11,3,18840,-81.6365,15.3398
2,17,18840,-48.2005,48.7758
10,17,18840,-58.8955,38.0808
5,17,18840,-68.7158,28.2605
7,17,18840,-72.9156,24.0607
18,17,18840,-77.8548,19.1214
14,17,18840,-78.4339,18.5424
15,17,18840,-80.8672,16.1091
10,7,18841,-67.7794,29.1969
17,7,18841,-72.9156,24.0607
2,7,18841,-73.7704,23.2059
15,7,18841,-75.061,21.9153
5,7,18841,-75.9674,21.0089
11,7,18841,-78.439,18.5373
18,7,18841,-79.6035,17.3728
14,7,18841,-79.7539,17.2224
16,8,18842,-40.9536,56.0227
3,8,18842,-50.4697,46.5066
1,8,18842,-59.6728,37.3034
13,8,18842,-61.7394,35.2369
20,8,18842,-66.5318,30.4445
4,8,18842,-66.7298,30.2465
14,8,18842,-80.3283,16.648
18,8,18842,-80.8612,16.1151
1,13,18843,-39.033,57.9433
3,13,18843,-54.7053,42.271
16,13,18843,-59.155,37.8213
8,13,18843,-61.7394,35.2369
4,13,18843,-73.3453,23.631
20,13,18843,-73.3687,23.6075
14,13,18843,-76.7534,20.2228
18,13,18843,-77.456,19.5203
11,13,18843,-80.372,16.6043
15,13,18843,-81.6507,15.3256
2,5,18844,-65.9518,31.0245
17,5,18844,-68.7158,28.2605
18,5,18844,-69.2788,27.6975
14,5,18844,-70.5151,26.4612
10,5,18844,-71.3324,25.6439
7,5,18844,-75.9674,21.0089
15,5,18844,-78.8267,18.1496
11,5,18844,-80.6791,16.2972
17,2,18860,-47.7948,49.1814
10,2,18860,-62.2701,34.7062
5,2,18860,-66.1477,30.8286
7,2,18860,-73.7721,23.2041
18,2,18860,-76.7521,20.2242
14,2,18860,-77.4024,19.5739
15,2,18860,-80.7154,16.2609
15,11,18868,-59.1577,37.8186
14,11,18868,-77.5108,19.4655
18,11,18868,-78.0685,18.9078
7,11,18868,-78.4383,18.538
13,11,18868,-80.3424,16.6339
5,11,18868,-80.6772,16.2991
1,11,18868,-80.8575,16.1187
3,11,18868,-81.6164,15.3599
10,11,18868,-81.7943,15.182
16,11,18868,-81.8367,15.1396
17,10,18873,-58.6913,38.285
2,10,18873,-62.1825,34.7938
7,10,18873,-67.9131,29.0632
5,10,18873,-71.3597,25.6166
18,10,18873,-78.593,18.3833
14,10,18873,-79.019,17.9573
15,10,18873,-79.4156,17.5607
11,10,18873,-81.8061,15.1701
17,2,18875,-47.588,49.3883
10,2,18875,-62.1825,34.7938
5,2,18875,-66.2445,30.7318
7,2,18875,-73.7733,23.203
18,2,18875,-76.7981,20.1782
14,2,18875,-77.4421,19.5342
15,2,18875,-80.7329,16.2434
10,7,18903,-68.0454,28.9309
17,7,18903,-72.9598,24.0165
2,7,18903,-73.7776,23.1987
15,7,18903,-75.0982,21.8781
5,7,18903,-76.0248,20.9514
11,7,18903,-78.4369,18.5394
18,7,18903,-79.655,17.3212
14,7,18903,-79.7918,17.1844
11,15,18905,-59.0682,37.9081
7,15,18905,-75.0982,21.8781
14,15,18905,-76.6939,20.2824
18,15,18905,-77.134,19.8423
5,15,18905,-78.8372,18.1391
10,15,18905,-79.4713,17.505
2,15,18905,-80.7855,16.1908
17,15,18905,-80.922,16.0543
13,15,18905,-81.5359,15.4404
2,17,18926,-46.5137,50.4626
10,17,18926,-58.3439,38.6324
5,17,18926,-68.9928,27.9835
7,17,18926,-72.9747,24.0016
18,17,18926,-78.0173,18.959
14,17,18926,-78.5618,18.4145
15,17,18926,-80.9403,16.036
10,7,18941,-68.2198,28.7565
17,7,18941,-72.9897,23.9866
2,7,18941,-73.786,23.1903
15,7,18941,-75.1231,21.8532
5,7,18941,-76.063,20.9133
11,7,18941,-78.4356,18.5407
18,7,18941,-79.6893,17.287
14,7,18941,-79.8171,17.1592
2,5,18944,-66.903,30.0733
17,5,18944,-69.0611,27.9152
18,5,18944,-69.3474,27.6289
14,5,18944,-70.5151,26.4611
10,5,18944,-71.4253,25.551
7,5,18944,-76.063,20.9133
15,5,18944,-78.8442,18.1321
11,5,18944,-80.6697,16.3066
11,15,18948,-58.9781,37.9981
7,15,18948,-75.1231,21.8532
14,15,18948,-76.6939,20.2824
18,15,18948,-77.134,19.8423
5,15,18948,-78.8442,18.1321
10,15,18948,-79.5451,17.4312
2,15,18948,-80.8563,16.12
17,15,18948,-80.9586,16.0176
13,15,18948,-81.4595,15.5168
1,15,18948,-81.9957,14.9806
20,4,18952,-47.0289,49.9474
8,4,18952,-67.4477,29.5286
16,4,18952,-69.0932,27.883
3,4,18952,-70.654,26.3223
1,4,18952,-73.2027,23.7736
13,4,18952,-74.0437,22.9326
17,2,18960,-45.6038,51.3725
10,2,18960,-61.3792,35.5971
5,2,18960,-67.0853,29.891
7,2,18960,-73.7912,23.185
18,2,18960,-77.2048,19.7715
14,2,18960,-77.7945,19.1818
15,2,18960,-80.892,16.0843
18,14,18966,-40.6552,56.3211
5,14,18966,-70.5151,26.4612
13,14,18966,-76.3051,20.6712
15,14,18966,-76.6939,20.2824
1,14,18966,-77.0625,19.9137
11,14,18966,-77.5063,19.4699
2,14,18966,-77.7945,19.1818
17,14,18966,-78.6254,18.3509
3,14,18966,-78.6887,18.2875
10,14,18966,-79.1118,17.8645
16,14,18966,-79.3825,17.5938
7,14,18966,-79.8297,17.1466
8,14,18966,-80.0806,16.8957
15,11,18968,-58.9329,38.0434
14,11,18968,-77.5063,19.4699
18,11,18968,-78.0536,18.9227
7,11,18968,-78.435,18.5413
13,11,18968,-80.1959,16.7804
5,11,18968,-80.6679,16.3084
1,11,18968,-80.7613,16.215
3,11,18968,-81.5162,15.4601
16,11,18968,-81.6725,15.3038
10,11,18968,-81.9124,15.0639
17,10,18973,-57.9871,38.9892
2,10,18973,-61.2883,35.6879
7,10,18973,-68.3492,28.6271
5,10,18973,-71.4542,25.5221
18,10,18973,-78.724,18.2523
14,10,18973,-79.1221,17.8542
15,10,18973,-79.6003,17.376
11,10,18973,-81.9242,15.0521
11,15,19005,-58.8419,38.1344
7,15,19005,-75.1606,21.8157
14,15,19005,-76.694,20.2823
18,15,19005,-77.134,19.8423
5,15,19005,-78.8547,18.1216
10,15,19005,-79.6551,17.3211
2,15,19005,-80.9638,16.0125
17,15,19005,-81.0138,15.9624
13,15,19005,-81.345,15.6313
1,15,19005,-81.9162,15.0601
3,16,19024,-41.76,55.2163
8,16,19024,-42.7345,54.2418
1,16,19024,-55.7378,41.2385
13,16,19024,-59.067,37.9093
20,16,19024,-68.4888,28.4875
4,16,19024,-69.724,27.2523
14,16,19024,-79.1948,17.7815
18,16,19024,-79.7275,17.2488
11,16,19024,-81.5743,15.402
2,17,19026,-44.1523,52.824
10,17,19026,-57.6203,39.356
5,17,19026,-69.3309,27.6454
7,17,19026,-73.0504,23.9259
18,17,19026,-78.2176,18.7586
14,17,19026,-78.7201,18.2562
15,17,19026,-81.0323,15.944
3,16,19031,-41.5917,55.3846
8,16,19031,-42.9092,54.067
1,16,19031,-55.674,41.3023
13,16,19031,-59.0622,37.9141
20,16,19031,-68.5129,28.4634
4,16,19031,-69.8116,27.1646
14,16,19031,-79.1633,17.813
18,16,19031,-79.6941,17.2822
11,16,19031,-81.5579,15.4184
13,1,19039,-42.0513,54.925
3,1,19039,-50.832,46.1443
16,1,19039,-55.674,41.3023
8,1,19039,-59.7916,37.1846
20,1,19039,-72.5794,24.3969
4,1,19039,-73.6005,23.3758
14,1,19039,-76.8901,20.0862
18,1,19039,-77.5025,19.4738
11,1,19039,-80.6944,16.2819
15,1,19039,-81.8765,15.0998
10,7,19041,-68.6463,28.33
17,7,19041,-73.0658,23.9105
2,7,19041,-73.8193,23.157
15,7,19041,-75.1858,21.7905
5,7,19041,-76.1579,20.8184
11,7,19041,-78.4327,18.5436
18,7,19041,-79.7746,17.2017
14,7,19041,-79.8801,17.0962
2,5,19044,-67.7898,29.1865
17,5,19044,-69.3975,27.5788
18,5,19044,-69.4156,27.5607
14,5,19044,-70.5152,26.4611
10,5,19044,-71.5233,25.453
7,5,19044,-76.1579,20.8184
15,5,19044,-78.8617,18.1146
11,5,19044,-80.6604,16.3159
17,2,19060,-43.1383,53.838
10,2,19060,-60.4127,36.5636
5,2,19060,-67.929,29.0473
7,2,19060,-73.8032,23.1731
18,2,19060,-77.6254,19.3508
14,2,19060,-78.1588,18.8175
15,2,19060,-81.0541,15.9222
15,11,19068,-58.7042,38.272
14,11,19068,-77.5019,19.4744
18,11,19068,-78.0389,18.9373
7,11,19068,-78.4322,18.5441
13,11,19068,-80.0515,16.9247
1,11,19068,-80.6659,16.3104
5,11,19068,-80.6585,16.3178
3,11,19068,-81.4164,15.5599
16,11,19068,-81.509,15.4673
8,11,19068,-81.9671,15.0091
17,10,19073,-57.2429,39.7334
2,10,19073,-60.2781,36.6982
7,10,19073,-68.7717,28.2045
5,10,19073,-71.5536,25.4226
18,10,19073,-78.8554,18.1209
14,10,19073,-79.2255,17.7508
15,10,19073,-79.7823,17.194
17,2,19075,-42.8843,54.092
10,2,19075,-60.2781,36.6982
5,2,19075,-67.9862,28.9901
7,2,19075,-73.7857,23.1906
18,2,19075,-77.6533,19.3229
14,2,19075,-78.1813,18.795
15,2,19075,-81.0561,15.9202
11,15,19105,-58.6118,38.3645
7,15,19105,-75.2236,21.7527
14,15,19105,-76.6942,20.2821
18,15,19105,-77.134,19.8423
5,15,19105,-78.8722,18.1041
10,15,19105,-79.8364,17.1399
2,15,19105,-81.0622,15.914
17,15,19105,-81.1064,15.8699
13,15,19105,-81.1548,15.8215
1,15,19105,-81.7839,15.1923
14,18,19124,-39.7915,57.1848
5,18,19124,-69.47,27.5063
13,18,19124,-76.3297,20.6466
15,18,19124,-77.134,19.8423
1,18,19124,-77.2537,19.7226
2,18,19124,-77.7925,19.1838
11,18,19124,-78.0302,18.9461
17,18,19124,-78.4151,18.5612
3,18,19124,-78.8629,18.1134
10,18,19124,-78.9212,18.0551
16,18,19124,-79.3897,17.5866
7,18,19124,-79.8425,17.1338
8,18,19124,-80.2464,16.7299
2,17,19126,-41.5549,55.4214
10,17,19126,-56.8546,40.1216
5,17,19126,-69.6606,27.3157
7,17,19126,-73.1281,23.8482
18,17,19126,-78.4151,18.5612
14,17,19126,-78.8766,18.0997
15,17,19126,-81.125,15.8513
10,7,19141,-69.0573,27.9189
17,7,19141,-73.1438,23.8325
2,7,19141,-73.6641,23.3122
15,7,19141,-75.2489,21.7273
5,7,19141,-76.2521,20.7242
11,7,19141,-78.4303,18.546
18,7,19141,-79.8594,17.1169
14,7,19141,-79.9428,17.0335
16,8,19142,-44.6593,52.317
3,8,19142,-50.8541,46.1222
1,8,19142,-59.785,37.1913
13,8,19142,-62.7494,34.2269
20,8,19142,-66.5543,30.4219
4,8,19142,-68.8606,28.1157
14,8,19142,-79.7247,17.2516
18,8,19142,-80.2014,16.7749
11,8,19142,-81.8816,15.0947
1,13,19143,-43.6034,53.3729
3,13,19143,-56.4718,40.5044
16,13,19143,-59.0106,37.9657
8,13,19143,-62.7494,34.2269
20,13,19143,-73.813,23.1633
4,13,19143,-75.1688,21.8075
14,13,19143,-75.6023,21.374
18,13,19143,-76.2454,20.7309
11,13,19143,-79.9378,17.0384
15,13,19143,-81.079,15.8973
4,20,19143,-50.1844,46.7919
8,20,19143,-66.5543,30.4219
16,20,19143,-68.7755,28.2007
3,20,19143,-69.857,27.1193
1,20,19143,-72.5793,24.397
13,20,19143,-73.813,23.1633
2,5,19144,-68.3832,28.5931
18,5,19144,-69.4835,27.4928
17,5,19144,-69.7256,27.2507
14,5,19144,-70.5151,26.4611
10,5,19144,-71.623,25.3533
7,5,19144,-76.2521,20.7242
15,5,19144,-78.8793,18.097
11,5,19144,-80.6511,16.3252
15,11,19145,-58.5186,38.4577
14,11,19145,-77.4984,19.4779
18,11,19145,-78.0273,18.949
7,11,19145,-78.4303,18.546
13,11,19145,-79.9378,17.0384
1,11,19145,-80.5902,16.3861
5,11,19145,-80.6511,16.3252
3,11,19145,-81.3368,15.6394
16,11,19145,-81.3788,15.5975
8,11,19145,-81.8816,15.0947
20,4,19152,-50.3811,46.5952
8,4,19152,-68.9316,28.0446
16,4,19152,-70.8202,26.1561
3,4,19152,-71.8197,25.1565
1,4,19152,-74.1754,22.8009
13,4,19152,-75.2254,21.7509
17,2,19160,-40.4191,56.5571
10,2,19160,-58.9979,37.9784
5,2,19160,-68.4954,28.4809
7,2,19160,-73.6298,23.3465
18,2,19160,-77.9034,19.0729
14,2,19160,-78.3841,18.5922
15,2,19160,-81.0761,15.9002
2,5,19167,-68.4954,28.4809
18,5,19167,-69.4971,27.4792
17,5,19167,-69.7901,27.1861
14,5,19167,-70.5152,26.4611
10,5,19167,-71.6366,25.3397
7,5,19167,-76.2708,20.7055
15,5,19167,-78.8828,18.0935
11,5,19167,-80.6492,16.3271
15,11,19168,-58.4718,38.5045
14,11,19168,-77.4975,19.4788
18,11,19168,-78.0244,18.9519
7,11,19168,-78.4298,18.5464
13,11,19168,-79.9097,17.0666
1,11,19168,-80.5714,16.4049
5,11,19168,-80.6492,16.3271
3,11,19168,-81.317,15.6593
16,11,19168,-81.3463,15.63
8,11,19168,-81.86,15.1162
17,10,19173,-56.4626,40.5137
2,10,19173,-58.8471,38.1292
7,10,19173,-69.1704,27.8059
5,10,19173,-71.6434,25.3329
18,10,19173,-78.9771,17.9992
14,10,19173,-79.3194,17.6569
15,10,19173,-79.9527,17.0236
17,2,19175,-40.1252,56.851
10,2,19175,-58.8471,38.1292
5,2,19175,-68.5513,28.425
7,2,19175,-73.6127,23.3636
18,2,19175,-77.9311,19.0452
14,2,19175,-78.4066,18.5697
15,2,19175,-81.0786,15.8977
20,4,19182,-50.974,46.0023
8,4,19182,-69.143,27.8333
16,4,19182,-71.0606,25.9157
3,4,19182,-71.9862,24.9901
1,4,19182,-74.3154,22.6609
13,4,19182,-75.3938,21.5825
4,20,19196,-51.1719,45.8044
8,20,19196,-66.5597,30.4166
16,20,19196,-68.893,28.0833
3,20,19196,-69.856,27.1203
1,20,19196,-72.5793,24.3969
13,20,19196,-73.8857,23.0906
11,15,19205,-58.3775,38.5988
7,15,19205,-75.2871,21.6892
14,15,19205,-76.6946,20.2817
18,15,19205,-77.1339,19.8423
5,15,19205,-78.8898,18.0865
10,15,19205,-79.999,16.9773
13,15,19205,-80.9655,16.0107
2,15,19205,-81.0865,15.8898
17,15,19205,-81.1996,15.7766
1,15,19205,-81.652,15.3243
3,16,19224,-38.1291,58.8472
8,16,19224,-45.7627,51.2135
1,16,19224,-54.4037,42.5726
13,16,19224,-58.9741,38.0022
20,16,19224,-68.9629,28.0134
4,16,19224,-71.3744,25.6019
14,16,19224,-78.5499,18.4264
18,16,19224,-79.0433,17.933
11,16,19224,-81.2493,15.727
2,17,19226,-38.5987,58.3775
10,17,19226,-56.0619,40.9144
5,17,19226,-69.9821,26.9942
7,17,19226,-73.2076,23.7686
18,17,19226,-78.6096,18.3667
14,17,19226,-79.0313,17.9449
15,17,19226,-81.2184,15.7579
17,10,19232,-55.9805,40.9958
2,10,19232,-57.9044,39.0719
7,10,19232,-69.3937,27.5825
5,10,19232,-71.6854,25.2909
18,10,19232,-79.0407,17.9356
14,10,19232,-79.3664,17.6099
15,10,19232,-80.0451,16.9311
10,7,19241,-69.4306,27.5457
17,7,19241,-73.2238,23.7525
2,7,19241,-73.4946,23.4817
15,7,19241,-75.3126,21.6637
5,7,19241,-76.3456,20.6307
11,7,19241,-78.4282,18.5481
18,7,19241,-79.9436,17.0327
14,7,19241,-80.0053,16.971
2,5,19244,-68.939,28.0373
18,5,19244,-69.5511,27.4252
17,5,19244,-70.0454,26.9308
14,5,19244,-70.5151,26.4612
10,5,19244,-71.6925,25.2838
7,5,19244,-76.3456,20.6307
15,5,19244,-78.8969,18.0794
11,5,19244,-80.6417,16.3346
11,15,19248,-58.2827,38.6936
7,15,19248,-75.3126,21.6637
14,15,19248,-76.6948,20.2815
18,15,19248,-77.1339,19.8423
5,15,19248,-78.8969,18.0794
10,15,19248,-80.0605,16.9158
13,15,19248,-80.8902,16.0861
2,15,19248,-81.0978,15.8785
17,15,19248,-81.2371,15.7392
1,15,19248,-81.5993,15.377
17,2,19260,-37.322,59.6543
10,2,19260,-57.4068,39.5694
5,2,19260,-69.0485,27.9277
7,2,19260,-73.4614,23.5149
18,2,19260,-78.179,18.7973
14,2,19260,-78.6092,18.3671
15,2,19260,-81.1038,15.8725
15,11,19268,-58.235,38.7413
14,11,19268,-77.4931,19.4831
18,11,19268,-78.0101,18.9662
7,11,19268,-78.4279,18.5484
13,11,19268,-79.7706,17.2057
1,11,19268,-80.4778,16.4985
5,11,19268,-80.6399,16.3364
16,11,19268,-81.1848,15.7915
3,11,19268,-81.2181,15.7581
8,11,19268,-81.7513,15.225
17,10,19273,-55.6502,41.3261
2,10,19273,-57.2367,39.7396
7,10,19273,-69.5405,27.4358
5,10,19273,-71.7141,25.2622
18,10,19273,-79.0832,17.893
14,10,19273,-79.3979,17.5784
15,10,19273,-80.1064,16.8699
17,2,19275,-36.9977,59.9786
10,2,19275,-57.2367,39.7396
5,2,19275,-69.1031,27.8732
7,2,19275,-73.4448,23.5315
18,2,19275,-78.2064,18.7699
14,2,19275,-78.6316,18.3446
15,2,19275,-81.1068,15.8695
10,7,19303,-69.6495,27.3267
17,7,19303,-73.2727,23.7036
2,7,19303,-73.3955,23.5808
15,7,19303,-75.351,21.6253
5,7,19303,-76.4014,20.5749
11,7,19303,-78.4272,18.5491
18,7,19303,-79.9939,16.9824
14,7,19303,-80.0427,16.9336
11,15,19305,-58.1392,38.8371
7,15,19305,-75.351,21.6253
14,15,19305,-76.6951,20.2812
18,15,19305,-77.1339,19.8423
5,15,19305,-78.9074,18.0689
10,15,19305,-80.1522,16.8241
13,15,19305,-80.7775,16.1988
2,15,19305,-81.1164,15.8599
17,15,19305,-81.2935,15.6828
1,15,19305,-81.5204,15.4559
16,3,19311,-36.3612,60.6151
1,3,19311,-50.8582,46.1181
8,3,19311,-50.7494,46.2269
13,3,19311,-57.3771,39.5992
20,3,19311,-69.8534,27.1228
4,3,19311,-72.6843,24.2919
14,3,19311,-77.9134,19.0629
18,3,19311,-78.3875,18.5888
11,3,19311,-81.1689,15.8074
2,17,19326,-35.3836,61.5926
10,17,19326,-55.2265,41.7498
5,17,19326,-70.2958,26.6805
7,17,19326,-73.2891,23.6871
18,17,19326,-78.8013,18.175
14,17,19326,-79.1844,17.7919
15,17,19326,-81.3123,15.664
10,7,19341,-69.7935,27.1828
17,7,19341,-73.3056,23.6707
2,7,19341,-73.3305,23.6458
15,7,19341,-75.3767,21.5996
5,7,19341,-76.4384,20.5378
11,7,19341,-78.4266,18.5497
18,7,19341,-80.0273,16.949
14,7,19341,-80.0676,16.9087
16,8,19342,-47.205,49.7712
3,8,19342,-50.7216,46.2547
1,8,19342,-59.7259,37.2504
13,8,19342,-63.3687,33.6076
20,8,19342,-66.5896,30.3867
4,8,19342,-70.2271,26.7492
14,8,19342,-79.3049,17.6714
18,8,19342,-79.7348,17.2415
11,8,19342,-81.663,15.3133
2,5,19344,-69.4812,27.4951
18,5,19344,-69.6184,27.3579
17,5,19344,-70.3577,26.6186
14,5,19344,-70.5152,26.4611
10,5,19344,-71.7658,25.2105
7,5,19344,-76.4384,20.5378
15,5,19344,-78.9145,18.0618
11,5,19344,-80.6324,16.3439
13,5,19344,-81.8399,15.1364
20,4,19352,-54.2382,42.7381
8,4,19352,-70.2926,26.6837
16,4,19352,-72.3447,24.6316
3,4,19352,-72.892,24.0843
1,4,19352,-75.0815,21.8948
13,4,19352,-76.3094,20.6669
17,2,19360,-34.1663,62.81
10,2,19360,-55.5995,41.3768
5,2,19360,-69.588,27.3883
7,2,19360,-73.2984,23.6779
18,2,19360,-78.452,18.5243
14,2,19360,-78.8339,18.1424
15,2,19360,-81.137,15.8393
18,14,19366,-38.435,58.5413
5,14,19366,-70.5152,26.4611
13,14,19366,-74.6888,22.2875
1,14,19366,-76.0453,20.931
15,14,19366,-76.6954,20.2809
11,14,19366,-77.4888,19.4875
3,14,19366,-77.7987,19.1776
16,14,19366,-78.0796,18.8967
2,14,19366,-78.8339,18.1424
17,14,19366,-79.2451,17.7312
8,14,19366,-79.2614,17.7149
10,14,19366,-79.4689,17.5074
7,14,19366,-80.08,16.8963
15,11,19368,-57.9941,38.9822
14,11,19368,-77.4888,19.4875
18,11,19368,-77.996,18.9803
7,11,19368,-78.4264,18.5499
13,11,19368,-79.6344,17.3419
1,11,19368,-80.3852,16.5911
5,11,19368,-80.6306,16.3457
16,11,19368,-81.0245,15.9518
3,11,19368,-81.1198,15.8565
8,11,19368,-81.6407,15.3356
17,10,19373,-54.7904,42.1858
2,10,19373,-55.4046,41.5717
7,10,19373,-69.9004,27.0759
5,10,19373,-71.7885,25.1878
18,10,19373,-79.1897,17.7865
14,10,19373,-79.4768,17.4994
15,10,19373,-80.2584,16.7179
17,2,19375,-33.8851,63.0911
10,2,19375,-55.4046,41.5717
5,2,19375,-69.6411,27.3351
7,2,19375,-73.2824,23.6939
18,2,19375,-78.4791,18.4972
14,2,19375,-78.8563,18.1199
15,2,19375,-81.1406,15.8356
11,15,19405,-57.8965,39.0798
7,15,19405,-75.4154,21.5609
14,15,19405,-76.6957,20.2806
18,15,19405,-77.1339,19.8423
5,15,19405,-78.9251,18.0512
10,15,19405,-80.3036,16.6727
13,15,19405,-80.5909,16.3854
2,15,19405,-81.1519,15.8244
