rx,tx,t_ms,rssi,snr
1,15,19405,-81.3893,15.587
17,15,19405,-81.3879,15.5884
14,18,19424,-38.0869,58.8894
5,18,19424,-69.6719,27.3044
13,18,19424,-75.0041,21.9722
1,18,19424,-76.3884,20.5879
15,18,19424,-77.1339,19.8423
11,18,19424,-77.9876,18.9887
3,18,19424,-78.1041,18.8722
16,18,19424,-78.3226,18.6537
2,18,19424,-78.6145,18.3618
17,18,19424,-78.9903,17.986
10,18,19424,-79.2431,17.7332
8,18,19424,-79.5394,17.4369
7,18,19424,-80.0939,16.8824
2,17,19426,-32.7226,64.2537
10,17,19426,-54.3413,42.635
5,17,19426,-70.6022,26.374
7,17,19426,-73.3723,23.604
18,17,19426,-78.9903,17.986
14,17,19426,-79.3358,17.6405
15,17,19426,-81.4068,15.5695
2,10,19432,-54.1717,42.8046
17,10,19432,-54.2499,42.7264
7,10,19432,-70.1117,26.8646
5,10,19432,-71.8348,25.1415
18,10,19432,-79.2538,17.7225
14,10,19432,-79.5244,17.4519
15,10,19432,-80.3487,16.6276
10,7,19441,-70.1466,26.8297
2,7,19441,-73.1722,23.8041
17,7,19441,-73.3891,23.5872
15,7,19441,-75.4413,21.535
5,7,19441,-76.5306,20.4457
11,7,19441,-78.4255,18.5507
18,7,19441,-80.1104,16.8658
14,7,19441,-80.1297,16.8466
1,13,19443,-47.2005,49.7758
3,13,19443,-58.0294,38.9469
16,13,19443,-58.878,38.0982
8,13,19443,-63.6498,33.3265
20,13,19443,-74.2428,22.7334
14,13,19443,-74.3402,22.6361
18,13,19443,-74.9108,22.0655
4,13,19443,-76.7694,20.2069
11,13,19443,-79.5278,17.4485
15,13,19443,-80.5167,16.4596
5,13,19443,-81.5886,15.3877
18,5,19444,-69.6853,27.291
2,5,19444,-70.0095,26.9668
14,5,19444,-70.5152,26.461
17,5,19444,-70.6627,26.3136
10,5,19444,-71.8426,25.1337
7,5,19444,-76.5306,20.4457
15,5,19444,-78.9322,18.0441
11,5,19444,-80.6231,16.3532
13,5,19444,-81.5886,15.3877
17,2,19460,-32.2188,64.7575
10,2,19460,-53.5102,43.466
5,2,19460,-70.1135,26.8628
7,2,19460,-73.1413,23.835
18,2,19460,-78.7223,18.254
14,2,19460,-79.0581,17.9182
15,2,19460,-81.1758,15.8005
15,11,19468,-57.7485,39.2278
14,11,19468,-77.4845,19.4918
18,11,19468,-77.982,18.9943
7,11,19468,-78.4254,18.5509
13,11,19468,-79.5014,17.4748
1,11,19468,-80.2937,16.6826
5,11,19468,-80.6213,16.355
16,11,19468,-80.8656,16.1107
3,11,19468,-81.0221,15.9542
8,11,19468,-81.5285,15.4478
2,10,19473,-53.2824,43.6939
17,10,19473,-53.879,43.0973
7,10,19473,-70.2507,26.7256
5,10,19473,-71.8664,25.1099
18,10,19473,-79.2965,17.6797
14,10,19473,-79.5562,17.4201
15,10,19473,-80.4086,16.5677
17,2,19475,-32.1677,64.8086
10,2,19475,-53.2824,43.6939
5,2,19475,-70.1653,26.811
7,2,19475,-73.1259,23.8504
18,2,19475,-78.7492,18.2271
14,2,19475,-79.0805,17.8958
15,2,19475,-81.18,15.7963
11,15,19505,-57.6491,39.3272
7,15,19505,-75.4803,21.496
14,15,19505,-76.6964,20.2799
18,15,19505,-77.1339,19.8424
5,15,19505,-78.9428,18.0335
13,15,19505,-80.406,16.5703
10,15,19505,-80.4533,16.5229
2,15,19505,-81.1929,15.7834
1,15,19505,-81.2587,15.7176
17,15,19505,-81.4828,15.4935
16,15,19505,-81.9392,15.0371
3,16,19524,-32.7861,64.1901
8,16,19524,-49.0025,47.9738
1,16,19524,-52.136,44.8403
13,16,19524,-58.8445,38.1318
20,16,19524,-69.6383,27.338
4,16,19524,-73.5131,23.4631
14,16,19524,-77.5213,19.455
18,16,19524,-77.9472,19.0291
11,16,19524,-80.7709,16.2054
15,16,19524,-81.8998,15.0765
2,17,19526,-32.3918,64.5845
10,17,19526,-53.4024,43.5739
5,17,19526,-70.9017,26.0746
7,17,19526,-73.4572,23.5191
18,17,19526,-79.1766,17.7997
14,17,19526,-79.4855,17.4908
15,17,19526,-81.5019,15.4744
10,7,19541,-70.4905,26.4858
2,7,19541,-73.0203,23.956
17,7,19541,-73.4744,23.5019
15,7,19541,-75.5064,21.4699
5,7,19541,-76.6222,20.3541
11,7,19541,-78.4249,18.5514
14,7,19541,-80.1915,16.7847
18,7,19541,-80.1931,16.7832
16,8,19542,-49.1803,47.7959
3,8,19542,-50.4647,46.5115
1,8,19542,-59.603,37.3733
13,8,19542,-63.9139,33.0624
20,8,19542,-66.6618,30.3145
4,8,19542,-71.4907,25.4856
14,8,19542,-78.8565,18.1198
18,8,19542,-79.2367,17.7396
11,8,19542,-81.4376,15.5387
18,5,19544,-69.7517,27.2246
2,5,19544,-70.5239,26.4524
14,5,19544,-70.5152,26.4611
17,5,19544,-70.9607,26.0155
10,5,19544,-71.923,25.0532
7,5,19544,-76.6222,20.3541
15,5,19544,-78.9499,18.0264
11,5,19544,-80.6138,16.3625
13,5,19544,-81.3324,15.6439
11,15,19548,-57.5488,39.4275
7,15,19548,-75.5064,21.4699
14,15,19548,-76.6967,20.2796
18,15,19548,-77.1339,19.8424
5,15,19548,-78.9499,18.0264
13,15,19548,-80.3326,16.6436
10,15,19548,-80.5128,16.4635
1,15,19548,-81.2066,15.7696
2,15,19548,-81.2108,15.7655
17,15,19548,-81.5209,15.4554
16,15,19548,-81.8605,15.1158
20,4,19552,-57.5836,39.3927
8,4,19552,-71.5514,25.4248
16,4,19552,-73.7088,23.2675
3,4,19552,-73.8843,23.092
1,4,19552,-75.9294,21.0469
13,4,19552,-77.3103,19.666
18,14,19554,-37.322,59.6542
5,14,19554,-70.5152,26.4611
13,14,19554,-73.8452,23.1311
1,14,19554,-75.533,21.4433
15,14,19554,-76.6968,20.2795
3,14,19554,-77.3534,19.6228
16,14,19554,-77.414,19.5623
11,14,19554,-77.4806,19.4957
8,14,19554,-78.8333,18.1429
2,14,19554,-79.2591,17.7171
17,14,19554,-79.5301,17.4462
10,14,19554,-79.62,17.3563
7,14,19554,-80.1977,16.7786
17,2,19560,-33.0909,63.8854
10,2,19560,-51.0399,45.9363
5,2,19560,-70.6251,26.3512
7,2,19560,-72.9908,23.9855
18,2,19560,-78.9898,17.9865
14,2,19560,-79.2814,17.6949
15,2,19560,-81.2201,15.7562
18,5,19567,-69.765,27.2113
14,5,19567,-70.5152,26.4611
2,5,19567,-70.6251,26.3512
17,5,19567,-71.0195,25.9568
10,5,19567,-71.9395,25.0368
7,5,19567,-76.6404,20.3359
15,5,19567,-78.9534,18.0229
11,5,19567,-80.6119,16.3644
13,5,19567,-81.2805,15.6958
15,11,19568,-57.4983,39.478
14,11,19568,-77.4801,19.4961
18,11,19568,-77.9683,19.008
7,11,19568,-78.4248,18.5515
13,11,19568,-79.372,17.6043
1,11,19568,-80.2033,16.7729
5,11,19568,-80.6119,16.3644
16,11,19568,-80.7082,16.2681
3,11,19568,-80.925,16.0513
8,11,19568,-81.4148,15.5615
2,10,19573,-50.7667,46.2096
17,10,19573,-52.9115,44.0648
7,10,19573,-70.5919,26.3844
5,10,19573,-71.9478,25.0285
18,10,19573,-79.4037,17.5726
14,10,19573,-79.636,17.3403
15,10,19573,-80.5571,16.4191
17,2,19575,-33.3225,63.6537
10,2,19575,-50.7667,46.2096
5,2,19575,-70.6754,26.3009
7,2,19575,-72.9761,24.0002
18,2,19575,-79.0164,17.9599
14,2,19575,-79.3037,17.6726
15,2,19575,-81.2248,15.7515
16,8,19577,-49.4406,47.5357
3,8,19577,-50.4158,46.5605
1,8,19577,-59.5794,37.3968
13,8,19577,-63.9902,32.9861
20,8,19577,-66.6756,30.3007
4,8,19577,-71.6723,25.304
14,8,19577,-78.7868,18.1895
18,8,19577,-79.1592,17.8171
11,8,19577,-81.4033,15.573
11,15,19605,-57.3969,39.5793
7,15,19605,-75.5456,21.4306
14,15,19605,-76.6972,20.2791
18,15,19605,-77.1339,19.8424
5,15,19605,-78.9605,18.0158
13,15,19605,-80.2232,16.7531
10,15,19605,-80.6014,16.3749
1,15,19605,-81.1288,15.8475
2,15,19605,-81.2393,15.737
17,15,19605,-81.5782,15.398
16,15,19605,-81.7426,15.2337
3,15,19605,-81.9369,15.0394
2,17,19626,-34.7073,62.269
10,17,19626,-52.4051,44.5712
5,17,19626,-71.1943,25.782
7,17,19626,-73.5437,23.4326
18,17,19626,-79.3603,17.616
14,17,19626,-79.6336,17.3426
15,17,19626,-81.5974,15.3789
2,10,19632,-49.0037,47.9725
17,10,19632,-52.3018,44.6744
7,10,19632,-70.7924,26.1839
5,10,19632,-71.9982,24.9781
18,10,19632,-79.468,17.5083
14,10,19632,-79.684,17.2923
15,10,19632,-80.6454,16.3308
13,1,19639,-49.0971,47.8792
3,1,19639,-50.8836,46.0927
16,1,19639,-51.2053,45.771
8,1,19639,-59.5278,37.4485
20,1,19639,-72.5792,24.3971
14,1,19639,-75.3113,21.665
18,1,19639,-75.7467,21.2296
4,1,19639,-76.2538,20.7225
11,1,19639,-80.1408,16.8355
15,1,19639,-81.0899,15.8864
2,17,19640,-35.3293,61.647
10,17,19640,-52.1981,44.7781
5,17,19640,-71.2521,25.7242
7,17,19640,-73.5612,23.4151
18,17,19640,-79.3967,17.5796
14,17,19640,-79.6631,17.3132
15,17,19640,-81.6165,15.3597
10,7,19641,-70.8255,26.1508
2,7,19641,-72.8754,24.1009
17,7,19641,-73.5612,23.4151
15,7,19641,-75.5719,21.4044
5,7,19641,-76.7131,20.2632
11,7,19641,-78.4246,18.5517
14,7,19641,-80.2532,16.7231
18,7,19641,-80.2752,16.7011
18,5,19644,-69.8179,27.1584
14,5,19644,-70.5152,26.4611
2,5,19644,-71.0243,25.952
17,5,19644,-71.2521,25.7242
10,5,19644,-72.0067,24.9696
7,5,19644,-76.7131,20.2632
15,5,19644,-78.9676,18.0087
11,5,19644,-80.6045,16.3718
13,5,19644,-81.071,15.9053
15,11,19645,-57.2947,39.6816
14,11,19645,-77.4767,19.4996
18,11,19645,-77.9574,19.0189
7,11,19645,-78.4246,18.5517
13,11,19645,-79.2711,17.7052
1,11,19645,-80.1319,16.8443
5,11,19645,-80.6045,16.3718
16,11,19645,-80.5836,16.3927
3,11,19645,-80.8479,16.1284
8,11,19645,-81.3228,15.6535
17,2,19660,-35.9695,61.0068
10,2,19660,-48.0318,48.9445
5,2,19660,-71.1228,25.8535
7,2,19660,-72.8472,24.129
18,2,19660,-79.2544,17.7219
14,2,19660,-79.5039,17.4724
15,2,19660,-81.2696,15.7067
15,11,19668,-57.2432,39.7331
14,11,19668,-77.4759,19.5004
18,11,19668,-77.9547,19.0216
7,11,19668,-78.4246,18.5517
13,11,19668,-79.2463,17.73
1,11,19668,-80.1142,16.8621
16,11,19668,-80.5527,16.4236
5,11,19668,-80.6026,16.3737
3,11,19668,-80.8287,16.1476
8,11,19668,-81.2997,15.6766
14,18,19668,-36.6687,60.3076
5,18,19668,-69.831,27.1452
13,18,19668,-73.8373,23.1389
1,18,19668,-75.6525,21.3238
15,18,19668,-77.1339,19.8424
16,18,19668,-77.4033,19.5729
3,18,19668,-77.4633,19.513
11,18,19668,-77.9547,19.0216
8,18,19668,-78.9219,18.0543
2,18,19668,-79.2544,17.7219
17,18,19668,-79.433,17.5432
10,18,19668,-79.5002,17.4761
7,18,19668,-80.2915,16.6848
2,10,19673,-47.6926,49.2837
17,10,19673,-51.8827,45.0936
7,10,19673,-70.9244,26.0519
5,10,19673,-72.0324,24.9439
18,10,19673,-79.511,17.4653
14,10,19673,-79.716,17.2602
15,10,19673,-80.704,16.2723
17,2,19675,-36.2934,60.6829
10,2,19675,-47.6926,49.2837
5,2,19675,-71.1718,25.8045
7,2,19675,-72.8333,24.143
18,2,19675,-79.2807,17.6956
14,2,19675,-79.5261,17.4502
15,2,19675,-81.2748,15.7014
10,7,19703,-71.0226,25.9537
2,7,19703,-72.7919,24.1844
17,7,19703,-73.6141,23.3622
15,7,19703,-75.6114,21.3649
5,7,19703,-76.7673,20.209
11,7,19703,-78.4247,18.5516
14,7,19703,-80.2901,16.6862
18,7,19703,-80.3242,16.6521
11,15,19705,-57.1398,39.8365
7,15,19705,-75.6114,21.3649
14,15,19705,-76.6981,20.2781
18,15,19705,-77.1339,19.8424
5,15,19705,-78.9783,17.998
13,15,19705,-80.0428,16.9335
10,15,19705,-80.7477,16.2286
1,15,19705,-80.9996,15.9767
2,15,19705,-81.2909,15.6854
16,15,19705,-81.5464,15.4299
17,15,19705,-81.6741,15.3022
3,15,19705,-81.805,15.1712
14,18,19724,-36.3107,60.6656
5,18,19724,-69.8706,27.1057
13,18,19724,-73.5285,23.4478
1,18,19724,-75.4618,21.5145
15,18,19724,-77.1339,19.8424
16,18,19724,-77.1633,19.813
3,18,19724,-77.2979,19.6783
11,18,19724,-77.9466,19.0297
8,18,19724,-78.7596,18.2167
2,18,19724,-79.4118,17.5645
17,18,19724,-79.5415,17.4348
10,18,19724,-79.5647,17.4116
7,18,19724,-80.3405,16.6358
1,13,19725,-49.9144,47.0618
16,13,19725,-58.7639,38.2124
3,13,19725,-59.3332,37.6431
8,13,19725,-64.3496,32.6267
14,13,19725,-73.0414,23.9349
18,13,19725,-73.5285,23.4478
20,13,19725,-74.6316,22.3447
4,13,19725,-78.1048,18.8715
11,13,19725,-79.1727,17.8036
15,13,19725,-80.0071,16.9692
5,13,19725,-80.8581,16.1182
2,17,19726,-37.9111,59.0652
10,17,19726,-51.3438,45.6325
5,17,19726,-71.4806,25.4957
7,17,19726,-73.6318,23.3445
18,17,19726,-79.5415,17.4348
14,17,19726,-79.7802,17.1961
15,17,19726,-81.6934,15.2829
10,7,19741,-71.1523,25.824
2,7,19741,-72.7378,24.2385
17,7,19741,-73.6496,23.3267
15,7,19741,-75.6378,21.3385
5,7,19741,-76.8034,20.1729
11,7,19741,-78.4248,18.5515
14,7,19741,-80.3146,16.6617
18,7,19741,-80.3568,16.6195
3,8,19742,-50.082,46.8943
16,8,19742,-50.7656,46.2107
1,8,19742,-59.4176,37.5587
13,8,19742,-64.395,32.5813
20,8,19742,-66.769,30.2073
4,8,19742,-72.8202,24.1561
14,8,19742,-78.3778,18.5985
18,8,19742,-78.7047,18.2716
11,8,19742,-81.2065,15.7698
1,13,19743,-50.0898,46.8865
16,13,19743,-58.7562,38.2201
3,13,19743,-59.4215,37.5548
8,13,19743,-64.395,32.5813
14,13,19743,-72.9435,24.0328
18,13,19743,-73.4239,23.5524
20,13,19743,-74.6589,22.3174
4,13,19743,-78.2951,18.6811
11,13,19743,-79.1486,17.8277
15,13,19743,-79.9714,17.0049
5,13,19743,-80.8043,16.172
4,20,19743,-60.6672,36.3091
8,20,19743,-66.769,30.2073
3,20,19743,-69.8455,27.1308
16,20,19743,-70.1092,26.8671
1,20,19743,-72.5793,24.397
13,20,19743,-74.6589,22.3174
18,5,19744,-69.8838,27.0925
14,5,19744,-70.5151,26.4612
2,5,19744,-71.5111,25.4652
17,5,19744,-71.5371,25.4392
10,5,19744,-72.0935,24.8828
7,5,19744,-76.8034,20.1729
15,5,19744,-78.9854,17.9909
11,5,19744,-80.5951,16.3812
13,5,19744,-80.8043,16.172
1,5,19744,-81.9606,15.0157
20,4,19752,-60.7867,36.1896
8,4,19752,-72.8688,24.1075
3,4,19752,-74.9336,22.0427
16,4,19752,-75.0653,21.911
1,4,19752,-76.834,20.1423
13,4,19752,-78.3345,18.6418
17,2,19760,-39.1685,57.8078
10,2,19760,-44.2309,52.7454
5,2,19760,-71.6069,25.3694
7,2,19760,-72.7112,24.265
18,2,19760,-79.5161,17.4602
14,2,19760,-79.7252,17.2511
15,2,19760,-81.3243,15.652
18,14,19766,-36.0731,60.9032
5,14,19766,-70.5151,26.4612
13,14,19766,-72.8449,24.1314
1,14,19766,-74.9428,22.0335
16,14,19766,-76.6381,20.3382
15,14,19766,-76.6988,20.2775
3,14,19766,-76.843,20.1333
11,14,19766,-77.4716,19.5047
8,14,19766,-78.3282,18.6481
2,14,19766,-79.7252,17.2511
10,14,19766,-79.7884,17.1879
17,14,19766,-79.8384,17.1379
7,14,19766,-80.3269,16.6494
15,11,19768,-56.983,39.9933
14,11,19768,-77.4716,19.5047
18,11,19768,-77.9413,19.035
7,11,19768,-78.4249,18.5514
13,11,19768,-79.1246,17.8517
1,11,19768,-80.0263,16.9499
16,11,19768,-80.3991,16.5772
5,11,19768,-80.5932,16.3831
3,11,19768,-80.7331,16.2432
8,11,19768,-81.1831,15.7932
2,10,19773,-43.7937,53.1826
17,10,19773,-50.7884,46.1879
7,10,19773,-71.2487,25.7276
5,10,19773,-72.1202,24.8561
18,10,19773,-79.6185,17.3578
14,10,19773,-79.7964,17.1799
15,10,19773,-80.8492,16.1271
11,15,19805,-56.8775,40.0988
7,15,19805,-75.6775,21.2987
14,15,19805,-76.6992,20.2771
18,15,19805,-77.1339,19.8424
5,15,19805,-78.996,17.9802
13,15,19805,-79.8652,17.1111
1,15,19805,-80.8712,16.1051
10,15,19805,-80.8924,16.0839
2,15,19805,-81.3476,15.6286
16,15,19805,-81.3509,15.6253
3,15,19805,-81.6735,15.3028
17,15,19805,-81.7704,15.2059
3,16,19824,-34.0502,62.9261
1,16,19824,-49.4416,47.5347
8,16,19824,-51.3148,45.6615
13,16,19824,-58.7253,38.251
20,16,19824,-70.2757,26.7006
4,16,19824,-75.4231,21.5531
14,16,19824,-76.408,20.5683
18,16,19824,-76.7534,20.2229
11,16,19824,-80.308,16.6683
15,16,19824,-81.3119,15.6643
2,17,19826,-40.9472,56.0291
10,17,19826,-50.2155,46.7607
5,17,19826,-71.7606,25.2157
7,17,19826,-73.7212,23.255
18,17,19826,-79.7203,17.256
14,17,19826,-79.9252,17.0511
15,17,19826,-81.7897,15.1866
16,1,19831,-49.3426,47.6337
3,1,19831,-50.8981,46.0782
13,1,19831,-50.8524,46.1239
8,1,19831,-59.3132,37.6631
20,1,19831,-72.5793,24.397
14,1,19831,-74.74,22.2363
18,1,19831,-75.1048,21.8715
4,1,19831,-77.0956,19.8807
11,1,19831,-79.9656,17.0107
15,1,19831,-80.8329,16.1434
5,1,19831,-81.8081,15.1681
2,10,19832,-40.9045,56.0718
17,10,19832,-50.0989,46.8774
7,10,19832,-71.4394,25.5368
5,10,19832,-72.1742,24.802
18,10,19832,-79.6831,17.2931
14,10,19832,-79.8448,17.1315
15,10,19832,-80.9355,16.0408
16,3,19840,-34.3956,62.5807
8,3,19840,-49.8404,47.1359
1,3,19840,-50.8987,46.0776
13,3,19840,-59.8544,37.1219
20,3,19840,-69.8439,27.1324
4,3,19840,-75.274,21.7023
14,3,19840,-76.6432,20.3331
18,3,19840,-76.9609,20.0154
11,3,19840,-80.6572,16.319
15,3,19840,-81.6209,15.3554
10,7,19841,-71.471,25.5053
2,7,19841,-72.6083,24.368
17,7,19841,-73.7393,23.237
15,7,19841,-75.7041,21.2722
5,7,19841,-76.893,20.0833
11,7,19841,-78.4255,18.5508
14,7,19841,-80.3758,16.6005
18,7,19841,-80.4379,16.5384
18,5,19844,-69.9494,27.0269
14,5,19844,-70.5151,26.4612
17,5,19844,-71.8159,25.1604
2,5,19844,-71.9845,24.9918
10,5,19844,-72.1833,24.7929
7,5,19844,-76.893,20.0833
15,5,19844,-79.0032,17.9731
13,5,19844,-80.5321,16.4441
11,5,19844,-80.5858,16.3905
1,5,19844,-81.7911,15.1852
11,15,19848,-56.7713,40.205
7,15,19848,-75.7041,21.2722
14,15,19848,-76.6997,20.2766
18,15,19848,-77.1339,19.8424
5,15,19848,-79.0032,17.9731
13,15,19848,-79.795,17.1813
1,15,19848,-80.8201,16.1562
10,15,19848,-80.9499,16.0264
16,15,19848,-81.273,15.7033
2,15,19848,-81.3717,15.6045
3,15,19848,-81.6209,15.3554
17,15,19848,-81.809,15.1673
20,4,19852,-61.9255,35.0508
8,4,19852,-73.3489,23.6274
3,4,19852,-75.3113,21.665
16,4,19852,-75.5736,21.4026
1,4,19852,-77.1603,19.816
13,4,19852,-78.7217,18.2546
10,2,19860,-39.2804,57.6959
17,2,19860,-42.0535,54.9228
5,2,19860,-72.0776,24.8987
7,2,19860,-72.5834,24.3928
18,2,19860,-79.7747,17.2016
14,2,19860,-79.9452,17.031
15,2,19860,-81.3841,15.5922
15,11,19868,-56.7178,40.2585
14,11,19868,-77.4673,19.5089
18,11,19868,-77.928,19.0482
7,11,19868,-78.4257,18.5506
13,11,19868,-79.0071,17.9691
1,11,19868,-79.9398,17.0365
16,11,19868,-80.2477,16.7285
5,11,19868,-80.5839,16.3924
3,11,19868,-80.6383,16.3379
8,11,19868,-81.0653,15.9109
2,10,19873,-38.7141,58.2622
17,10,19873,-49.6253,47.351
7,10,19873,-71.5651,25.4112
5,10,19873,-72.2109,24.7654
18,10,19873,-79.7262,17.2501
14,10,19873,-79.8771,17.0992
15,10,19873,-80.9928,15.9835
10,2,19875,-38.7141,58.2622
17,2,19875,-42.3198,54.6565
5,2,19875,-72.1239,24.8524
7,2,19875,-72.5711,24.4051
18,2,19875,-79.8004,17.1759
14,2,19875,-79.9672,17.0091
15,2,19875,-81.3904,15.5859
11,15,19905,-56.6104,40.3659
7,15,19905,-75.744,21.2323
14,15,19905,-76.7004,20.2759
18,15,19905,-77.1339,19.8424
5,15,19905,-79.0139,17.9624
13,15,19905,-79.6907,17.2856
1,15,19905,-80.7438,16.2325
10,15,19905,-81.0356,15.9407
16,15,19905,-81.1563,15.82
2,15,19905,-81.4094,15.5669
3,15,19905,-81.5422,15.4341
17,15,19905,-81.867,15.1092
16,3,19911,-35.6914,61.2849
8,3,19911,-49.6507,47.3255
1,3,19911,-50.9034,46.0729
13,3,19911,-60.1491,36.8272
20,3,19911,-69.8429,27.1334
4,3,19911,-75.5333,21.443
14,3,19911,-76.4658,20.5105
18,3,19911,-76.7602,20.2161
11,3,19911,-80.5913,16.385
15,3,19911,-81.5291,15.4472
2,17,19926,-43.5939,53.3824
10,17,19926,-49.018,47.9583
5,17,19926,-72.0348,24.9415
7,17,19926,-73.8121,23.1642
18,17,19926,-79.8967,17.0796
14,17,19926,-80.0687,16.9076
15,17,19926,-81.8864,15.0899
10,7,19941,-71.7821,25.1941
2,7,19941,-72.4875,24.4888
17,7,19941,-73.8305,23.1458
15,7,19941,-75.7707,21.2056
5,7,19941,-76.982,19.9942
11,7,19941,-78.4266,18.5497
14,7,19941,-80.4368,16.5395
18,7,19941,-80.5185,16.4578
3,8,19942,-49.5638,47.4124
16,8,19942,-52.0622,44.9141
1,8,19942,-59.1674,37.8089
13,8,19942,-64.8181,32.1582
20,8,19942,-66.9101,30.0662
4,8,19942,-73.7719,23.2043
14,8,19942,-77.866,19.1103
18,8,19942,-78.1355,18.8408
11,8,19942,-80.9703,16.006
15,8,19942,-81.998,14.9783
18,5,19944,-70.0146,26.9617
14,5,19944,-70.5151,26.4612
17,5,19944,-72.089,24.8873
10,5,19944,-72.2761,24.7002
2,5,19944,-72.4448,24.5315
7,5,19944,-76.982,19.9942
15,5,19944,-79.021,17.9553
13,5,19944,-80.2541,16.7222
11,5,19944,-80.5765,16.3998
1,5,19944,-81.6193,15.357
20,4,19952,-62.9731,34.0032
8,4,19952,-73.8184,23.1578
3,4,19952,-75.6794,21.2968
16,4,19952,-76.0635,20.9127
1,4,19952,-77.4794,19.4968
13,4,19952,-79.0985,17.8778
10,2,19960,-33.5865,63.3898
17,2,19960,-44.5475,52.4288
7,2,19960,-72.4644,24.5119
5,2,19960,-72.5354,24.4409
18,2,19960,-80.0302,16.9461
14,2,19960,-80.1639,16.8124
15,2,19960,-81.4488,15.5275
18,5,19967,-70.0275,26.9487
14,5,19967,-70.5151,26.4612
17,5,19967,-72.1429,24.8334
10,5,19967,-72.295,24.6813
2,5,19967,-72.5354,24.4409
7,5,19967,-76.9998,19.9765
15,5,19967,-79.0246,17.9517
13,5,19967,-80.1978,16.7785
11,5,19967,-80.5746,16.4016
1,5,19967,-81.5847,15.3916
15,11,19968,-56.4474,40.5289
14,11,19968,-77.4631,19.5131
18,11,19968,-77.915,19.0612
7,11,19968,-78.4269,18.5494
13,11,19968,-78.8943,18.082
1,11,19968,-79.8546,17.1216
16,11,19968,-80.0988,16.8775
3,11,19968,-80.5444,16.4319
5,11,19968,-80.5746,16.4016
8,11,19968,-80.9464,16.0299
2,10,19973,-33.1385,63.8378
17,10,19973,-48.3944,48.5818
5,10,19973,-72.3045,24.6718
7,10,19973,-72.5072,24.4691
18,10,19973,-79.834,17.1423
14,10,19973,-79.9581,17.0182
15,10,19973,-81.1348,15.8414
10,7,20003,-72.5689,24.4074
2,7,20003,-73.0198,23.9565
17,7,20003,-74.4022,22.5741
15,7,20003,-75.1515,21.8248
5,7,20003,-77.0333,19.9429
11,7,20003,-77.887,19.0893
14,7,20003,-80.2597,16.7166
18,7,20003,-80.3667,16.6096
11,15,20005,-56.3375,40.6388
7,15,20005,-75.1515,21.8248
14,15,20005,-76.7017,20.2746
18,15,20005,-77.1339,19.8424
5,15,20005,-79.0318,17.9445
13,15,20005,-79.5196,17.4567
1,15,20005,-80.6173,16.3589
16,15,20005,-80.9628,16.0135
10,15,20005,-81.1771,15.7991
3,15,20005,-81.4114,15.5649
2,15,20005,-81.4761,15.5002
8,15,20005,-81.9049,15.0713
17,15,20005,-81.964,15.0122
14,18,20024,-34.5734,62.4029
5,18,20024,-70.0665,26.9098
13,18,20024,-71.8646,25.1117
1,18,20024,-74.4646,22.5117
16,18,20024,-75.8939,21.0824
3,18,20024,-76.4384,20.5378
15,18,20024,-77.1339,19.8424
8,18,20024,-77.8964,19.0799
11,18,20024,-77.9073,19.069
10,18,20024,-79.8879,17.0883
17,18,20024,-80.0707,16.9056
2,18,20024,-80.182,16.7943
7,18,20024,-80.3704,16.6059
2,17,20026,-45.8771,51.0991
10,17,20026,-47.7554,49.2209
5,17,20026,-72.3033,24.6729
7,17,20026,-74.4063,22.57
18,17,20026,-80.0707,16.9056
14,17,20026,-80.2107,16.7656
15,17,20026,-81.9835,14.9928
3,16,20031,-38.0015,58.9748
1,16,20031,-47.2077,49.7686
8,16,20031,-52.5688,44.4075
13,16,20031,-58.6479,38.3284
20,16,20031,-70.7015,26.2748
14,16,20031,-75.57,21.4063
18,16,20031,-75.8494,21.1269
4,16,20031,-76.443,20.5333
11,16,20031,-79.9961,16.9802
15,16,20031,-80.905,16.0713
2,10,20032,-32.2469,64.7294
17,10,20032,-47.626,49.3503
5,10,20032,-72.362,24.6143
7,10,20032,-72.6303,24.346
18,10,20032,-79.8987,17.0776
14,10,20032,-80.0068,16.9695
15,10,20032,-81.2193,15.757
10,7,20041,-72.6507,24.3256
2,7,20041,-72.9531,24.0232
17,7,20041,-74.4107,22.5656
15,7,20041,-75.169,21.8072
5,7,20041,-77.0333,19.9429
11,7,20041,-77.8799,19.0964
14,7,20041,-80.2597,16.7165
18,7,20041,-80.374,16.6022
1,13,20043,-52.4838,44.4925
16,13,20043,-58.6443,38.3319
3,13,20043,-60.6794,36.2969
8,13,20043,-65.0091,31.9672
14,13,20043,-71.3806,25.5957
18,13,20043,-71.7458,25.2305
20,13,20043,-75.0621,21.9141
11,13,20043,-78.8075,18.1688
4,13,20043,-79.4291,17.5472
15,13,20043,-79.4523,17.524
5,13,20043,-79.97,17.0063
18,5,20044,-70.0794,26.8969
14,5,20044,-70.515,26.4613
10,5,20044,-72.3717,24.6046
17,5,20044,-72.3564,24.6199
2,5,20044,-72.8926,24.0837
7,5,20044,-77.0333,19.9429
15,5,20044,-79.0389,17.9374
13,5,20044,-79.97,17.0063
11,5,20044,-80.5672,16.4091
1,5,20044,-81.4453,15.531
20,4,20052,-63.9428,33.0335
8,4,20052,-74.278,22.6983
3,4,20052,-76.0383,20.9379
